,CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,CARBON_EMISSIONS_TARGET_BASE_YEAR,CARBON_EMISSIONS_TARGET_DESC,CARBON_EMISSIONS_TARGET_REDUCT_PCT,CARBON_EMISSIONS_TARGET_YEAR,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SBTI_LONG_TERM_TARGET_STATUS,SBTI_LONG_TERM_TARGET_YEAR,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_YEAR,SBTI_NET_ZERO_TARGET_STATUS,SBTI_NET_ZERO_TARGET_YEAR,SBTI_UPDATE_DATE,TARGET_SUMMARY_ANNUAL_REDUCTION,TARGET_SUMMARY_APPLIED_TARGETS_IDS,TARGET_SUMMARY_CALCULATION_DATE,TARGET_SUMMARY_CUM_CHANGE_2030,TARGET_SUMMARY_CUM_CHANGE_2050,TARGET_SUMMARY_CUM_CHANGE_2070,TARGET_SUMMARY_CURRENT_PROGRESS,TARGET_SUMMARY_EFFECTIVE_COVERAGE,TARGET_SUMMARY_END_YEAR,TARGET_SUMMARY_IMPUTATION_TRANSPARENCY,TARGET_SUMMARY_NNZERO_2030,TARGET_SUMMARY_NNZERO_2050,TARGET_SUMMARY_NNZERO_2070,TARGET_SUMMARY_SCOPES,TARGET_SUMMARY_SCOPE_3_CATEGORIES,TARGET_SUMMARY_SELF_DECLARED_NZERO,TARGET_SUMMARY_TARGETS_IDS,TARGET_SUMMARY_TRACK_RECORD,TARGET_SUMMARY_TYPES,TARGET_SUMMARY_UNITS,TARGET_SUMMARY_USE_OF_OFFSETS,TARGET_UPDATE_DATE
10,US0320951017,AMPHENOL CORPORATION,IID000000002123715,US0320951017,549300D3L3G0R4U4VT04,APH,2018.0,Reduce emission intensity by 15% by 2025 from a 2021 base year.,10.0,2025.0,,,,,,,,,,0.009428802798386,IID000000002123715-11,2025-02-18,0.07734789656029,0.299929622895597,0.571521628444362,On track with all targets,0.066485977520243,2025.0,"For target IID000000002123715-11, we calculated the target value to be 35.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,,"IID000000002123715-1, IID000000002123715-10, IID000000002123715-11, IID000000002123715-12, IID000000002123715-2, IID000000002123715-3, IID000000002123715-4, IID000000002123715-5, IID000000002123715-6",Not applicable,INTENSITY,tCO2e/unit of revenue,No,2024-08-20
11,US3030751057,FACTSET RESEARCH SYSTEMS INC.,IID000000002123718,US3030751057,549300ZSJE7NBK6K9P30,FDS,,,,,False,,,,1.5 degrees C,2030.0,,,2024-09-26,0.009003217369985,IID000000002123718-1,2025-02-18,0.06782890499735,0.283634881333105,0.566278497132446,Not on track with any targets,0.028499464923721,2040.0,"For target IID000000002123718-1, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 647.0 tCO2e (reported). The imputed baseline value for Scope 2 is 5374.0 tCO2e (reported).",,,,"1,2",,True,IID000000002123718-1,Not applicable,ABSOLUTE,tCO2e,No,2024-10-10
12,US0010551028,AFLAC INCORPORATED,IID000000002123719,US0010551028,549300N0B7DOGLXWPP39,AFL,2007.0,"Reduce Scope 1 and 2 (market-based) emission by 75% in 2030, with 2007 as baseline",75.0,2030.0,,,,,,,,,,-0.035714285714286,"IID000000002123719-12, IID000000002123719-15, IID000000002123719-17, IID000000002123719-20",2025-02-18,-0.283686024421943,-1.0,-1.0,On track with all targets,1.0,2050.0,"For target IID000000002123719-20, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 4050.0 tCO2e (reported). The imputed baseline value for Scope 2 is 13009.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1763882.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123719-1, IID000000002123719-11, IID000000002123719-12, IID000000002123719-13, IID000000002123719-14, IID000000002123719-15, IID000000002123719-16, IID000000002123719-17, IID000000002123719-18, IID000000002123719-19, IID000000002123719-2, IID000000002123719-20, IID000000002123719-21, IID000000002123719-22, IID000000002123719-23, IID000000002123719-24, IID000000002123719-3, IID000000002123719-4, IID000000002123719-5, IID000000002123719-6, IID000000002123719-7, IID000000002123719-9",Met some targets,ABSOLUTE,tCO2e,No,
13,US25746U1097,"Dominion Energy, Inc.",IID000000002123730,US25746U1097,ILUL7B6Z54MRYCF6H308,D,2005.0,Reduce 100 percent of S1+2+3 from 2005 to 2030,100.0,2050.0,False,False,,,,,,,,-0.035714285714286,"IID000000002123730-6, IID000000002123730-9",2025-02-18,-0.811702184691227,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002123730-9, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 31890776.0 tCO2e (reported). The imputed baseline value for Scope 2 is 85702.0 tCO2e (reported). The imputed baseline value for Scope 3 is 29328154.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123730-1, IID000000002123730-10, IID000000002123730-11, IID000000002123730-12, IID000000002123730-13, IID000000002123730-14, IID000000002123730-15, IID000000002123730-16, IID000000002123730-17, IID000000002123730-18, IID000000002123730-19, IID000000002123730-2, IID000000002123730-20, IID000000002123730-21, IID000000002123730-22, IID000000002123730-23, IID000000002123730-25, IID000000002123730-29, IID000000002123730-3, IID000000002123730-30, IID000000002123730-31, IID000000002123730-32, IID000000002123730-33, IID000000002123730-34, IID000000002123730-4, IID000000002123730-5, IID000000002123730-6, IID000000002123730-8, IID000000002123730-9",Met some targets,ABSOLUTE,tCO2e,No,
14,HK0006000050,Power Assets Holdings Limited,IID000000002123735,HK0006000050,254900JOWYUW1ZX4DF47,6,2020.0,Reduce scope 1+2 emissions by 67% by 2035 from a 2020 base year,67.0,2035.0,,,,,,,,,,-0.076923076923077,IID000000002123735-24,2025-02-18,-0.615384615384615,-1.0,-1.0,On track with all targets,1.0,2035.0,"For target IID000000002123735-27, we calculated the target value to be 17020.0 tCO2e for year 2035, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123735-27, we imputed the baseline value for the year 2020. The imputed baseline value for Scope 1 is 42505.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 2 is 9071.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123735-4, we calculated the target value to be 33338.0 tCO2e for year 2022, based on the target baseline value and reported reduction for Scope 1. For target IID000000002123735-4, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 51290.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123735-24, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 42505.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 2 is 9071.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 3 is 1142743.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123735-10, IID000000002123735-11, IID000000002123735-12, IID000000002123735-13, IID000000002123735-14, IID000000002123735-15, IID000000002123735-16, IID000000002123735-17, IID000000002123735-18, IID000000002123735-19, IID000000002123735-2, IID000000002123735-20, IID000000002123735-21, IID000000002123735-22, IID000000002123735-23, IID000000002123735-24, IID000000002123735-25, IID000000002123735-26, IID000000002123735-27, IID000000002123735-29, IID000000002123735-3, IID000000002123735-30, IID000000002123735-31, IID000000002123735-32, IID000000002123735-33, IID000000002123735-4, IID000000002123735-5, IID000000002123735-6, IID000000002123735-7, IID000000002123735-8, IID000000002123735-9",Met some targets,ABSOLUTE,tCO2e,No,2023-07-04
15,FR0000131104,BNP PARIBAS SA,IID000000002123743,FR0000131104,R0MUWSFPU8MPRO8K5P83,BNP,2019.0,Reduce the carbon footprint scopes 1 and 2 by 50% by 2030 from a base year 2019,50.0,2030.0,True,False,,,Committed,,,,2016-04-20,-3.8103516335e-05,"IID000000002123743-17, IID000000002123743-24, IID000000002123743-29",2025-02-18,-0.000304828130679,-0.000304828130679,-0.000304828130679,On track with all targets,0.001982213111004,2030.0,"For target IID000000002123743-24, we calculated the target value to be 170988.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123743-24, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 61187.0 tCO2e (reported). The imputed baseline value for Scope 2 is 280789.0 tCO2e (reported). For target IID000000002123743-17, we calculated the target value to be 2.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2, 3.",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123743-1, IID000000002123743-10, IID000000002123743-11, IID000000002123743-12, IID000000002123743-13, IID000000002123743-14, IID000000002123743-15, IID000000002123743-16, IID000000002123743-17, IID000000002123743-18, IID000000002123743-19, IID000000002123743-2, IID000000002123743-20, IID000000002123743-21, IID000000002123743-22, IID000000002123743-23, IID000000002123743-24, IID000000002123743-25, IID000000002123743-26, IID000000002123743-27, IID000000002123743-28, IID000000002123743-29, IID000000002123743-3, IID000000002123743-30, IID000000002123743-32, IID000000002123743-34, IID000000002123743-4, IID000000002123743-5, IID000000002123743-6, IID000000002123743-7, IID000000002123743-8, IID000000002123743-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e, tCO2e/unit FTE employee",No,2024-05-24
16,CH0012221716,ABB Ltd,IID000000002123744,CH0012221716,5493000LKVGOO9PELI61,ABBN,2019.0,Reduce own scope 1 and 2 CO2e emissions by at least 100% by 2030 compared to 2019 baseline year.,100.0,2050.0,False,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2024-06-27,-0.000412385787316,"IID000000002123744-13, IID000000002123744-17, IID000000002123744-22, IID000000002123744-23, IID000000002123744-8",2025-02-18,-0.011546802044851,-0.011546802044851,-0.011546802044851,On track with some targets,1.0,2050.0,"For target IID000000002123744-20, we calculated the target value to be 127200.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-21, we calculated the target value to be 0.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-22, we calculated the target value to be 57625500.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123744-23, we calculated the target value to be 39218800.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123744-7, we calculated the target value to be 2263465.0 tCO2e for year 2020, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123744-7, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 3 is 2662900.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123744-8, we calculated the target value to be 0.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-18, we calculated the target value to be 133660.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-17, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 190000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 214000.0 tCO2e (reported). The imputed baseline value for Scope 3 is 18447494.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123744-15, we calculated the target value to be 133660.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-14, we calculated the target value to be 107128900.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123744-13, we calculated the target value to be 191700.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-12, we calculated the target value to be 127800.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123744-19, we calculated the target value to be 107128900.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3.",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123744-10, IID000000002123744-11, IID000000002123744-12, IID000000002123744-13, IID000000002123744-14, IID000000002123744-15, IID000000002123744-16, IID000000002123744-17, IID000000002123744-18, IID000000002123744-19, IID000000002123744-2, IID000000002123744-20, IID000000002123744-21, IID000000002123744-22, IID000000002123744-23, IID000000002123744-3, IID000000002123744-5, IID000000002123744-6, IID000000002123744-7, IID000000002123744-8",Met some targets,ABSOLUTE,tCO2e,No,2024-09-04
17,FR0000120628,AXA SA,IID000000002123746,FR0000120628,F5WCUMTUM4RKZ1MAIE39,CS,2019.0,Reduce carbon footprint of its general account assets by 50% by 2030 based on 2019 baseline year,50.0,2030.0,True,,,,Committed,,,,2015-06-01,0.010056414478576,"IID000000002123746-3, IID000000002123746-9",2025-02-18,0.082496423298773,0.319893910895821,0.60956396077041,On track with all targets,0.000693185016482,2025.0,"For target IID000000002123746-30, we calculated the target value to be 2.0 tCO2e for year 2020, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123746-14, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2018. The imputed baseline value for Scope 1 is 27287.0 tCO2e (reported). The imputed baseline value for Scope 2 is 80652.0 tCO2e (reported). For target IID000000002123746-18, we calculated the target value to be 173229.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002123746-19, we calculated the target value to be 28417.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scope 1. For target IID000000002123746-20, we calculated the target value to be 40797.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scope 2. For target IID000000002123746-21, we calculated the target value to be 74279.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scope 3.",,,,"1,3",6,,"IID000000002123746-1, IID000000002123746-10, IID000000002123746-11, IID000000002123746-12, IID000000002123746-13, IID000000002123746-14, IID000000002123746-15, IID000000002123746-16, IID000000002123746-17, IID000000002123746-18, IID000000002123746-19, IID000000002123746-2, IID000000002123746-20, IID000000002123746-21, IID000000002123746-22, IID000000002123746-23, IID000000002123746-24, IID000000002123746-25, IID000000002123746-26, IID000000002123746-27, IID000000002123746-28, IID000000002123746-29, IID000000002123746-3, IID000000002123746-30, IID000000002123746-35, IID000000002123746-36, IID000000002123746-37, IID000000002123746-38, IID000000002123746-4, IID000000002123746-6, IID000000002123746-7, IID000000002123746-9",Met some targets,ABSOLUTE,tCO2e,No,2023-08-04
18,JP3188200004,OTSUKA CORPORATION,IID000000002123750,JP3188200004,529900RG9DJ58J3UIE72,4768,2020.0,Increase electricity consumption from 0% in 2020 baseline year to 100% in 2050 target year,42.0,2050.0,False,True,,,1.5 degrees C,2030.0,,,2023-07-13,0.0045219238923,"IID000000002123750-8, IID000000002123750-9",2025-02-18,0.036175391138402,0.161925552874443,0.315364647746607,On track with some targets,0.472600283758912,2030.0,"For target IID000000002123750-9, we calculated the target value to be 1086435.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123750-8, we calculated the target value to be 9252.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2,3","1,11",,"IID000000002123750-10, IID000000002123750-2, IID000000002123750-3, IID000000002123750-4, IID000000002123750-5, IID000000002123750-6, IID000000002123750-7, IID000000002123750-8, IID000000002123750-9",Met some targets,ABSOLUTE,tCO2e,No,2024-07-02
19,AU000000ALL7,ARISTOCRAT LEISURE LIMITED,IID000000002123759,AU000000ALL7,529900TE2HO3OZKYKC27,ALL,2022.0,Aristocrat commits to reach net zero GHG emissions across the value chain by 2050 from a 2022 base year,100.0,2050.0,,True,1.5 degrees C,2050.0,1.5 degrees C,2033.0,Approved,2050.0,2024-06-06,-0.035714285714286,"IID000000002123759-1, IID000000002123759-3, IID000000002123759-5",2025-02-18,-0.239127004216401,-1.0,-1.0,On track with all targets,1.0,2050.0,"For target IID000000002123759-1, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2022. The imputed baseline value for Scope 1 is 11831.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 2 is 5427.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 3 is 986528.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123759-5, we calculated the target value to be 665907.0 tCO2e for year 2033, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123759-5, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 986528.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123759-6, we calculated the target value to be 1726.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123759-6, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 1 is 11831.0 tCO2e (estimated by MSCI ESG Research). The imputed baseline value for Scope 2 is 5427.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123759-7, we calculated the target value to be 98653.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123759-7, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 986528.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123759-1, IID000000002123759-2, IID000000002123759-3, IID000000002123759-4, IID000000002123759-5, IID000000002123759-6, IID000000002123759-7",Not applicable,ABSOLUTE,tCO2e,No,2024-07-04
20,GB0006731235,ASSOCIATED BRITISH FOODS PLC,IID000000002123767,GB0006731235,GBQKSY6W7G0OHCQ8OQ72,ABF,2019.0,"To reduce Scope 1, 2 and 3 by 50% by 2030 compared to 2019 levels.",50.0,2030.0,False,False,,,,,,,,-0.035714285714286,"IID000000002123767-21, IID000000002123767-24",2025-02-18,-0.583628256459231,-1.0,-1.0,Not on track with any targets,1.0,2050.0,"For target IID000000002123767-24, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 2450000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 711000.0 tCO2e (reported). The imputed baseline value for Scope 3 is 15187675.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123767-1, IID000000002123767-10, IID000000002123767-11, IID000000002123767-12, IID000000002123767-16, IID000000002123767-17, IID000000002123767-18, IID000000002123767-19, IID000000002123767-2, IID000000002123767-20, IID000000002123767-21, IID000000002123767-22, IID000000002123767-23, IID000000002123767-24, IID000000002123767-25, IID000000002123767-3, IID000000002123767-4, IID000000002123767-5, IID000000002123767-6, IID000000002123767-7, IID000000002123767-8, IID000000002123767-9",Met some targets,ABSOLUTE,tCO2e,No,2024-05-24
21,GB0030913577,BT GROUP PLC,IID000000002123771,GB0030913577,213800LRO7NS5CYQMN21,BT.A,2018.0,Reduce ghg emissions Scope 1+2 (market-based).,100.0,2045.0,,True,,,1.5 degrees C,2030.0,Committed,,2017-09-13,-0.043478260869565,"IID000000002123771-17, IID000000002123771-18, IID000000002123771-19, IID000000002123771-20, IID000000002123771-24, IID000000002123771-32, IID000000002123771-33",2025-02-18,-0.515391349966354,-1.0,-1.0,On track with some targets,1.0,2045.0,"For target IID000000002123771-32, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 171422.0 tCO2e (reported). The imputed baseline value for Scope 2 is 624729.0 tCO2e (reported). For target IID000000002123771-33, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 3 is 4145148.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002123771-13, we calculated the target value to be 1866062.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123771-15, we calculated the target value to be 4.0 tCO2e for year 2031, based on the target baseline value and reported reduction for Scopes 1, 2.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123771-1, IID000000002123771-10, IID000000002123771-11, IID000000002123771-12, IID000000002123771-13, IID000000002123771-14, IID000000002123771-15, IID000000002123771-16, IID000000002123771-17, IID000000002123771-18, IID000000002123771-19, IID000000002123771-2, IID000000002123771-20, IID000000002123771-21, IID000000002123771-22, IID000000002123771-23, IID000000002123771-24, IID000000002123771-3, IID000000002123771-31, IID000000002123771-32, IID000000002123771-33, IID000000002123771-4, IID000000002123771-5, IID000000002123771-7, IID000000002123771-8, IID000000002123771-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/unit of revenue",No,2024-05-24
22,JP3142500002,"Idemitsu Kosan Co.,Ltd.",IID000000002123776,JP3142500002,549300P0R46FF6DUA630,5019,2017.0,Achieve carbon neutrality (net zero CO2 emissions) from in-house operations (Scope1+2),100.0,2050.0,,False,,,,,,,,0.005645826369811,IID000000002123776-6,2025-02-18,0.045166610958491,0.265193163678275,0.533667371831042,Not on track with any targets,0.077202447552321,2030.0,"For target IID000000002123776-6, we calculated the target value to be 8569624.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,,"IID000000002123776-1, IID000000002123776-2, IID000000002123776-3, IID000000002123776-4, IID000000002123776-5, IID000000002123776-6",Not applicable,ABSOLUTE,tCO2e,No,
23,GB0000811801,BARRATT REDROW PLC,IID000000002123783,GB0000811801,2138006R85VEOF5YNK29,BTRW,2018.0,"To become a net zero emissions business by 2040, covering all our Scope 1and 2.",100.0,2040.0,False,True,1.5 degrees C,2040.0,1.5 degrees C,2025.0,Approved,2040.0,2024-11-07,-0.00794303366727,"IID000000002123783-11, IID000000002123783-12, IID000000002123783-14",2025-02-18,-0.142974606010861,-0.142974606010861,-0.142974606010861,Not on track with any targets,1.0,2040.0,,,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002123783-1, IID000000002123783-10, IID000000002123783-11, IID000000002123783-12, IID000000002123783-13, IID000000002123783-14, IID000000002123783-2, IID000000002123783-3, IID000000002123783-5, IID000000002123783-6, IID000000002123783-7, IID000000002123783-8, IID000000002123783-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e",Yes,2024-08-23
24,US0079031078,"ADVANCED MICRO DEVICES, INC.",IID000000002123799,US0079031078,R2I72C950HOYXII45366,AMD,2020.0,"50% reduction (absolute) in Scope 1 and 2 emissions from AMD operations by 2030, from a 2020 base year.",50.0,2030.0,False,True,,,Well-below 2 degrees C,2020.0,,,2016-06-27,0.009509382760006,IID000000002123799-15,2025-02-18,0.076075062080048,0.312679835068094,0.601382622472258,Not on track with any targets,0.007672925327002,2030.0,,,,,"1,2",,,"IID000000002123799-1, IID000000002123799-10, IID000000002123799-11, IID000000002123799-12, IID000000002123799-13, IID000000002123799-14, IID000000002123799-15, IID000000002123799-17, IID000000002123799-2, IID000000002123799-3, IID000000002123799-6, IID000000002123799-7, IID000000002123799-8, IID000000002123799-9",Met some targets,ABSOLUTE,tCO2e,No,2024-10-09
25,IT0004056880,AMPLIFON S.P.A.,IID000000002123849,IT0004056880,ZYXJDNVM2JI3VBM8G556,AMP,2022.0,Reduce S1 and S2 by 42% from 2030 compared to 2022 baseline,42.0,2030.0,True,False,,,Committed,,,,2023-07-27,0.007402919006194,IID000000002123849-3,2025-02-18,0.059223352049553,0.288525232584843,0.568317103355343,Not on track with any targets,0.038301461737216,2030.0,"For target IID000000002123849-3, we calculated the target value to be 7493.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,,"IID000000002123849-2, IID000000002123849-3",Not applicable,ABSOLUTE,tCO2e,No,2024-07-03
26,US22160K1051,COSTCO WHOLESALE CORPORATION,IID000000002123904,US22160K1051,29DX7H14B9S6O3FD6V18,COST,2020.0,45% absolute Scope 1 and Scope 2 CO2e emission reductions by 2035,45.0,2045.0,,,,,,,,,,,,,,,,,,,,,,,,,,"IID000000002123904-2, IID000000002123904-3, IID000000002123904-5",,,,,
27,JP3538800008,TDK CORPORATION,IID000000002123928,JP3538800008,3538005O8WNU39U8NX03,6762,2020.0,Reduce 100% S1 and S2 by 2050 compared to 2020,100.0,2050.0,True,True,,,1.5 degrees C,2030.0,Committed,,2024-07-18,-0.032399396991376,"IID000000002123928-23, IID000000002123928-28, IID000000002123928-29, IID000000002123928-30",2025-02-18,-0.923932435765967,-0.907183115758531,-0.886745762309556,Not on track with any targets,0.929752880654775,2050.0,"For target IID000000002123928-30, we calculated the target value to be 3144578.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002123928-30, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 3 is 4192771.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 11. For target IID000000002123928-29, we calculated the target value to be 1142958.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002123928-29, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 1 is 146774.0 tCO2e (reported). The imputed baseline value for Scope 2 is 1823844.0 tCO2e (reported). For target IID000000002123928-14, we calculated the target value to be 586000.0 tCO2e for year 2035, based on the target baseline value and reported reduction for Scopes 1, 2.",True,,,"1,2,3","1,2,3,4,5,6,7,11",,"IID000000002123928-1, IID000000002123928-10, IID000000002123928-11, IID000000002123928-12, IID000000002123928-13, IID000000002123928-14, IID000000002123928-15, IID000000002123928-16, IID000000002123928-17, IID000000002123928-18, IID000000002123928-19, IID000000002123928-2, IID000000002123928-20, IID000000002123928-22, IID000000002123928-23, IID000000002123928-24, IID000000002123928-25, IID000000002123928-26, IID000000002123928-27, IID000000002123928-28, IID000000002123928-29, IID000000002123928-3, IID000000002123928-30, IID000000002123928-31, IID000000002123928-32, IID000000002123928-4, IID000000002123928-6, IID000000002123928-7, IID000000002123928-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/unit of revenue",No,2024-10-16
